BLOCK00/SES002/SA002S12	SES002	2.02827	17.2722	15.2439
BLOCK00/SES002/SA002S13	SES002	3.14542	17.1127	13.9673
BLOCK00/SES002/SA002S23	SES002	2.10546	17.1765	15.071
BLOCK00/SES002/SA002S26	SES002	1.94034	17.8962	15.9559
BLOCK00/SES002/SA002S28	SES002	1.57091	15.4363	13.8654
BLOCK00/SES007/SA007S14	SES007	1.78491	18.2427	16.4578
BLOCK00/SES007/SA007S15	SES007	0.740459	15.8162	15.0757
BLOCK00/SES007/SA007S24	SES007	1.27809	16.0444	14.7663
BLOCK00/SES007/SA007S27	SES007	1.10298	15.4841	14.3811
BLOCK00/SES007/SA007S29	SES007	0.348923	16.0687	15.7198
BLOCK00/SES008/SA008S11	SES008	1.76417	16.8277	15.0636
BLOCK00/SES008/SA008S12	SES008	0.642003	15.5286	14.8866
BLOCK00/SES008/SA008S19	SES008	2.0718	18.0851	16.0133
BLOCK00/SES008/SA008S22	SES008	0.797916	15.3367	14.5388
BLOCK00/SES008/SA008S29	SES008	1.90452	17.5419	15.6374
BLOCK01/SES014/SA014S10	SES014	2.5477	17.6016	15.0539
BLOCK01/SES014/SA014S12	SES014	3.52301	20.2942	16.7712
BLOCK01/SES014/SA014S24	SES014	2.24548	18.2953	16.0498
BLOCK01/SES014/SA014S26	SES014	3.2035	21.0603	17.8568
BLOCK01/SES014/SA014S28	SES014	4.27259	21.2421	16.9695
BLOCK01/SES016/SA016S12	SES016	2.085	15.4524	13.3674
BLOCK01/SES016/SA016S13	SES016	1.77953	16.8409	15.0614
BLOCK01/SES016/SA016S22	SES016	1.79302	16.9835	15.1905
BLOCK01/SES016/SA016S25	SES016	2.23723	18.8284	16.5912
BLOCK01/SES016/SA016S27	SES016	1.98197	19.0638	17.0818
BLOCK01/SES019/SA019S13	SES019	3.33486	15.8946	12.5598
BLOCK01/SES019/SA019S14	SES019	2.93905	16.271	13.332
BLOCK01/SES019/SA019S22	SES019	3.21696	16.0579	12.8409
BLOCK01/SES019/SA019S25	SES019	3.2832	16.6199	13.3367
BLOCK01/SES019/SA019S29	SES019	3.83822	16.701	12.8628
BLOCK02/SES029/SA029S11	SES029	1.63994	16.872	15.2321
BLOCK02/SES029/SA029S12	SES029	0.809771	17.0203	16.2106
BLOCK02/SES029/SA029S20	SES029	1.43389	16.3417	14.9078
BLOCK02/SES029/SA029S25	SES029	1.37137	17.6146	16.2432
BLOCK02/SES029/SA029S28	SES029	0.679251	16.4437	15.7645
BLOCK04/SES042/SA042S12	SES042	2.49225	17.6598	15.1676
BLOCK04/SES042/SA042S15	SES042	2.64876	18.2591	15.6104
BLOCK04/SES042/SA042S22	SES042	3.4296	20.831	17.4014
BLOCK04/SES042/SA042S25	SES042	2.54051	17.0012	14.4607
BLOCK04/SES042/SA042S27	SES042	1.82566	18.2431	16.4175
BLOCK04/SES048/SA048S11	SES048	1.75013	17.2785	15.5284
BLOCK04/SES048/SA048S12	SES048	0.885164	17.0614	16.1763
BLOCK04/SES048/SA048S20	SES048	0.657549	17.1553	16.4977
BLOCK04/SES048/SA048S23	SES048	2.09034	16.3881	14.2978
BLOCK04/SES048/SA048S27	SES048	1.14792	18.3075	17.1596
BLOCK06/SES060/SA060S11	SES060	1.69658	17.6632	15.9666
BLOCK06/SES060/SA060S12	SES060	0.316008	15.5196	15.2036
BLOCK06/SES060/SA060S22	SES060	-0.0775976	13.9644	14.042
BLOCK06/SES060/SA060S24	SES060	1.50824	17.3218	15.8136
BLOCK06/SES060/SA060S28	SES060	1.61436	19.5685	17.9541
BLOCK06/SES062/SA062S10	SES062	0.842308	16.9117	16.0694
BLOCK06/SES062/SA062S11	SES062	1.79931	17.1364	15.337
BLOCK06/SES062/SA062S21	SES062	1.98112	20.0936	18.1125
BLOCK06/SES062/SA062S26	SES062	1.13848	18.1348	16.9963
BLOCK06/SES062/SA062S29	SES062	1.78361	19.4316	17.648
BLOCK06/SES068/SA068S14	SES068	0.607634	16.8729	16.2652
BLOCK06/SES068/SA068S15	SES068	1.52382	18.6654	17.1416
BLOCK06/SES068/SA068S23	SES068	1.13535	16.219	15.0836
BLOCK06/SES068/SA068S27	SES068	1.93499	18.938	17.003
BLOCK06/SES068/SA068S29	SES068	0.880957	16.8577	15.9767
BLOCK08/SES082/SA082S12	SES082	0.740384	15.008	14.2676
BLOCK08/SES082/SA082S14	SES082	1.2171	15.1804	13.9633
BLOCK08/SES082/SA082S21	SES082	0.655102	15.3914	14.7363
BLOCK08/SES082/SA082S24	SES082	0.961222	17.0948	16.1335
BLOCK08/SES082/SA082S28	SES082	0.824556	15.4173	14.5927
BLOCK08/SES083/SA083S14	SES083	0.332869	16.1138	15.781
BLOCK08/SES083/SA083S15	SES083	1.15123	17.5232	16.372
BLOCK08/SES083/SA083S24	SES083	0.714406	16.5349	15.8205
BLOCK08/SES083/SA083S26	SES083	0.953149	16.1914	15.2383
BLOCK08/SES083/SA083S29	SES083	0.488728	17.0785	16.5898
BLOCK08/SES085/SA085S10	SES085	0.906872	16.9676	16.0607
BLOCK08/SES085/SA085S13	SES085	0.306516	15.6981	15.3916
BLOCK08/SES085/SA085S22	SES085	0.50174	17.6908	17.1891
BLOCK08/SES085/SA085S26	SES085	0.778315	17.2366	16.4583
BLOCK08/SES085/SA085S28	SES085	1.42117	17.2646	15.8435
BLOCK08/SES087/SA087S15	SES087	1.97699	16.6754	14.6984
BLOCK08/SES087/SA087S16	SES087	1.86871	16.3567	14.488
BLOCK08/SES087/SA087S24	SES087	1.63282	16.7933	15.1605
BLOCK08/SES087/SA087S26	SES087	1.62956	17.6966	16.067
BLOCK08/SES087/SA087S29	SES087	2.33622	16.6487	14.3125
BLOCK09/SES099/SA099S15	SES099	1.91601	16.4494	14.5334
BLOCK09/SES099/SA099S16	SES099	2.1468	16.2789	14.1321
BLOCK09/SES099/SA099S24	SES099	1.88612	16.787	14.9009
BLOCK09/SES099/SA099S26	SES099	2.13579	16.814	14.6782
BLOCK09/SES099/SA099S29	SES099	2.10184	17.2406	15.1388
BLOCK10/SES101/SA101S11	SES101	0.49369	16.2068	15.7131
BLOCK10/SES101/SA101S13	SES101	2.09352	18.6642	16.5707
BLOCK10/SES101/SA101S22	SES101	1.45836	16.5726	15.1142
BLOCK10/SES101/SA101S24	SES101	1.46701	16.8142	15.3472
BLOCK10/SES101/SA101S28	SES101	0.695613	15.6256	14.93
BLOCK10/SES104/SA104S11	SES104	2.68996	19.728	17.038
BLOCK10/SES104/SA104S12	SES104	2.2288	17.4056	15.1768
BLOCK10/SES104/SA104S21	SES104	2.02947	16.8778	14.8484
BLOCK10/SES104/SA104S24	SES104	1.58372	16.7487	15.165
BLOCK10/SES104/SA104S28	SES104	1.96378	17.9691	16.0053
BLOCK10/SES105/SA105S12	SES105	1.17447	14.9737	13.7992
BLOCK10/SES105/SA105S13	SES105	1.30036	15.4408	14.1405
BLOCK10/SES105/SA105S22	SES105	0.84476	14.1922	13.3475
BLOCK10/SES105/SA105S26	SES105	1.84415	15.5215	13.6773
BLOCK10/SES105/SA105S29	SES105	1.47018	16.2839	14.8138
BLOCK10/SES106/SA106S09	SES106	1.53524	14.7125	13.1772
BLOCK10/SES106/SA106S11	SES106	2.12202	16.9491	14.8271
BLOCK10/SES106/SA106S22	SES106	3.8171	17.6176	13.8005
BLOCK10/SES106/SA106S27	SES106	2.15562	16.1341	13.9785
BLOCK10/SES106/SA106S29	SES106	1.81354	15.7472	13.9337
BLOCK11/SES117/SA117S12	SES117	1.2678	15.8186	14.5508
BLOCK11/SES117/SA117S13	SES117	0.371994	16.0102	15.6382
BLOCK11/SES117/SA117S23	SES117	1.66419	14.849	13.1848
BLOCK11/SES117/SA117S25	SES117	1.46658	15.2474	13.7808
BLOCK11/SES117/SA117S28	SES117	1.0633	14.7185	13.6552
BLOCK12/SES120/SA120S08	SES120	1.26803	13.905	12.6369
BLOCK12/SES120/SA120S11	SES120	1.23155	12.3494	11.1179
BLOCK12/SES120/SA120S22	SES120	0.729544	15.8128	15.0833
BLOCK12/SES120/SA120S24	SES120	1.30521	14.8878	13.5825
BLOCK12/SES120/SA120S28	SES120	0.640176	12.596	11.9558
BLOCK12/SES125/SA125S13	SES125	2.36978	17.2278	14.858
BLOCK12/SES125/SA125S14	SES125	1.31876	15.7368	14.418
BLOCK12/SES125/SA125S25	SES125	2.24317	17.5615	15.3183
BLOCK12/SES125/SA125S27	SES125	2.07895	18.4116	16.3327
BLOCK12/SES125/SA125S29	SES125	2.25891	16.9955	14.7365
BLOCK12/SES127/SA127S11	SES127	0.940103	15.7081	14.768
BLOCK12/SES127/SA127S12	SES127	0.527143	16.5442	16.0171
BLOCK12/SES127/SA127S23	SES127	0.85019	16.45	15.5998
BLOCK12/SES127/SA127S25	SES127	-0.00361061	14.9176	14.9212
BLOCK12/SES127/SA127S27	SES127	1.38332	16.8609	15.4776
BLOCK12/SES129/SA129S11	SES129	2.41604	18.3085	15.8925
BLOCK12/SES129/SA129S12	SES129	1.97873	18.0423	16.0635
BLOCK12/SES129/SA129S22	SES129	1.52172	16.7088	15.1871
BLOCK12/SES129/SA129S27	SES129	2.12024	17.661	15.5408
BLOCK12/SES129/SA129S29	SES129	1.80685	17.8159	16.009
BLOCK14/SES142/SA142S11	SES142	2.7248	16.259	13.5342
BLOCK14/SES142/SA142S12	SES142	1.47585	15.4275	13.9517
BLOCK14/SES142/SA142S24	SES142	2.09778	16.6677	14.5699
BLOCK14/SES142/SA142S27	SES142	2.24838	17.0088	14.7604
BLOCK14/SES142/SA142S29	SES142	2.62584	16.1109	13.4851
BLOCK14/SES143/SA143S12	SES143	1.2117	15.5003	14.2886
BLOCK14/SES143/SA143S13	SES143	1.21347	15.2949	14.0814
BLOCK14/SES143/SA143S23	SES143	1.52306	15.3934	13.8704
BLOCK14/SES143/SA143S25	SES143	1.45516	16.1957	14.7405
BLOCK14/SES143/SA143S28	SES143	1.23479	15.5255	14.2907
BLOCK14/SES144/SA144S09	SES144	1.42501	16.7848	15.3598
BLOCK14/SES144/SA144S11	SES144	1.51287	15.8839	14.371
BLOCK14/SES144/SA144S21	SES144	0.472594	15.1709	14.6983
BLOCK14/SES144/SA144S25	SES144	0.846623	14.8999	14.0533
BLOCK14/SES144/SA144S29	SES144	0.373033	16.0273	15.6543
BLOCK14/SES146/SA146S14	SES146	0.852681	14.8013	13.9486
BLOCK14/SES146/SA146S15	SES146	0.950997	14.9152	13.9642
BLOCK14/SES146/SA146S24	SES146	0.994026	15.3401	14.346
BLOCK14/SES146/SA146S26	SES146	1.21682	15.4318	14.215
BLOCK14/SES146/SA146S29	SES146	0.801418	14.3532	13.5518
BLOCK14/SES147/SA147S11	SES147	1.92953	15.7706	13.8411
BLOCK14/SES147/SA147S13	SES147	2.69995	16.9509	14.2509
BLOCK14/SES147/SA147S23	SES147	0.902722	15.7161	14.8134
BLOCK14/SES147/SA147S26	SES147	1.48011	15.7105	14.2304
BLOCK14/SES147/SA147S28	SES147	1.87631	15.8384	13.9621
BLOCK14/SES148/SA148S10	SES148	1.44508	15.4895	14.0444
BLOCK14/SES148/SA148S12	SES148	1.32225	14.5253	13.2031
BLOCK14/SES148/SA148S22	SES148	1.81525	17.0649	15.2497
BLOCK14/SES148/SA148S26	SES148	0.248392	15.8578	15.6094
BLOCK14/SES148/SA148S29	SES148	0.652113	15.3471	14.695
BLOCK14/SES149/SA149S13	SES149	0.195801	15.609	15.4132
BLOCK14/SES149/SA149S14	SES149	1.03703	17.0023	15.9652
BLOCK14/SES149/SA149S24	SES149	1.56125	17.5463	15.9851
BLOCK14/SES149/SA149S26	SES149	2.02314	18.5141	16.491
BLOCK14/SES149/SA149S28	SES149	2.40764	19.6561	17.2484
BLOCK15/SES158/SA158S13	SES158	2.1423	15.3422	13.1999
BLOCK15/SES158/SA158S14	SES158	3.40029	16.2052	12.8049
BLOCK15/SES158/SA158S23	SES158	1.75553	15.7053	13.9498
BLOCK15/SES158/SA158S26	SES158	3.01135	15.3936	12.3822
BLOCK15/SES158/SA158S28	SES158	1.56798	14.9952	13.4272
BLOCK16/SES162/SA162S10	SES162	0.788569	13.8675	13.0789
BLOCK16/SES162/SA162S11	SES162	0.959088	16.2019	15.2428
BLOCK16/SES162/SA162S21	SES162	1.75711	16.7302	14.973
BLOCK16/SES162/SA162S24	SES162	1.47041	16.0434	14.573
BLOCK16/SES162/SA162S27	SES162	1.54647	15.5793	14.0328
BLOCK16/SES167/SA167S14	SES167	1.23311	17.8349	16.6018
BLOCK16/SES167/SA167S15	SES167	1.34874	16.7318	15.3831
BLOCK16/SES167/SA167S21	SES167	1.98678	17.3178	15.331
BLOCK16/SES167/SA167S25	SES167	2.28588	16.4381	14.1522
BLOCK16/SES167/SA167S29	SES167	2.41342	18.5727	16.1593
BLOCK17/SES172/SA172S12	SES172	1.52561	17.1238	15.5982
BLOCK17/SES172/SA172S13	SES172	1.55102	16.3371	14.7861
BLOCK17/SES172/SA172S23	SES172	1.30786	17.8131	16.5053
